folder	filename	path	width	height	xmin	ymin	xmax	ymax				name
images	27057618.jpg	/content/drive/My Drive/fall19_smithsonian_informatics/train/images/27057618.jpg	770	1000	55.594	333.3	678.293	955.999				Chiroptera
images	26920758.jpg	/content/drive/My Drive/fall19_smithsonian_informatics/train/images/26920758.jpg	2736	2331	840.7728	492.0741	2063.2176	1714.5189				Chiroptera
images	29297983.jpg	/content/drive/My Drive/fall19_smithsonian_informatics/train/images/29297983.jpg	2048	1714	509.5424	180.9984	2038.3744	1709.8304				Chiroptera
images	19181605.jpg	/content/drive/My Drive/fall19_smithsonian_informatics/train/images/19181605.jpg	640	425	131.584	16.575	475.264	360.255				Chiroptera
images	19886579.jpg	/content/drive/My Drive/fall19_smithsonian_informatics/train/images/19886579.jpg	494	333	53.0062	43.9893	323.0266	314.0097				Chiroptera
images	31345180.jpg	/content/drive/My Drive/fall19_smithsonian_informatics/train/images/31345180.jpg	454	338	87.9852	30.9946	381.9956	325.005				Chiroptera
images	29873484.jpg	/content/drive/My Drive/fall19_smithsonian_informatics/train/images/29873484.jpg	2048	1656	529.2032	110.4552	2048	1629.252				Chiroptera
images	29895195.jpg	/content/drive/My Drive/fall19_smithsonian_informatics/train/images/29895195.jpg	1540	2576	0	600.9808	1511.356	2112.3368				Chiroptera
images	15241998.jpg	/content/drive/My Drive/fall19_smithsonian_informatics/train/images/15241998.jpg	499	332	85.9777	3.984	409.9784	327.9847				Chiroptera
images	32338595.jpg	/content/drive/My Drive/fall19_smithsonian_informatics/train/images/32338595.jpg	821	1087	9.031	350.2314	691.1999	1032.4003				Chiroptera
images	32335493.jpg	/content/drive/My Drive/fall19_smithsonian_informatics/train/images/32335493.jpg	376	640	17.7472	1.792	324.5632	308.608				Chiroptera
images	32335495.jpg	/content/drive/My Drive/fall19_smithsonian_informatics/train/images/32335495.jpg	430	640	21.328	0	364.253	342.925				Chiroptera
images	24798806.jpg	/content/drive/My Drive/fall19_smithsonian_informatics/train/images/24798806.jpg	882	1322	29.3706	33.05	271.9206	275.6				Chiroptera
images	24798805.jpg	/content/drive/My Drive/fall19_smithsonian_informatics/train/images/24798805.jpg	882	1322	36.7794	51.4258	345.4794	360.1258				Chiroptera
images	2006185.jpg	/content/drive/My Drive/fall19_smithsonian_informatics/train/images/2006185.jpg	800	600	121.68	56.64	645.04	580				Chiroptera
images	2006197.jpg	/content/drive/My Drive/fall19_smithsonian_informatics/train/images/2006197.jpg	443	590	0	65.549	441.3609	506.9099				Chiroptera
images	2006200.jpg	/content/drive/My Drive/fall19_smithsonian_informatics/train/images/2006200.jpg	680	510	63.784	0	559.64	495.856				Chiroptera
images	2006202.jpg	/content/drive/My Drive/fall19_smithsonian_informatics/train/images/2006202.jpg	424	565	97.3504	166.336	328.176	397.1616				Chiroptera
images	2006206.jpg	/content/drive/My Drive/fall19_smithsonian_informatics/train/images/2006206.jpg	680	510	145.928	92.106	514.284	460.462				Chiroptera
images	5815770.jpg	/content/drive/My Drive/fall19_smithsonian_informatics/train/images/5815770.jpg	600	800	0	88.88	597.78	686.66				Chiroptera
images	5815772.jpg	/content/drive/My Drive/fall19_smithsonian_informatics/train/images/5815772.jpg	500	750	2.1	75	500	572.9				Chiroptera
images	15242009.jpg	/content/drive/My Drive/fall19_smithsonian_informatics/train/images/15242009.jpg	499	332	70.0097	8.9972	392.0144	331.0019				Chiroptera
images	15242010.jpg	/content/drive/My Drive/fall19_smithsonian_informatics/train/images/15242010.jpg	499	332	65.0197	0.996	396.0064	331.9827				Chiroptera
images	15242025.jpg	/content/drive/My Drive/fall19_smithsonian_informatics/train/images/15242025.jpg	499	332	83.9817	0.996	414.9684	331.9827				Chiroptera
images	19160384.jpg	/content/drive/My Drive/fall19_smithsonian_informatics/train/images/19160384.jpg	480	640	0	135.104	478.224	613.328				Chiroptera
images	19179165.jpg	/content/drive/My Drive/fall19_smithsonian_informatics/train/images/19179165.jpg	640	425	153.536	0	537.28	425				Chiroptera
images	19886508.jpg	/content/drive/My Drive/fall19_smithsonian_informatics/train/images/19886508.jpg	640	395	103.744	1.106	496.576	393.938				Chiroptera
images	19886545.jpg	/content/drive/My Drive/fall19_smithsonian_informatics/train/images/19886545.jpg	512	333	120.9856	0	401.9712	333				Chiroptera
images	19886548.jpg	/content/drive/My Drive/fall19_smithsonian_informatics/train/images/19886548.jpg	591	440	101.3565	0	539.7012	438.3447				Chiroptera
images	19886568.jpg	/content/drive/My Drive/fall19_smithsonian_informatics/train/images/19886568.jpg	492	333	98.9904	0	406.9824	307.992				Chiroptera
images	19886585.jpg	/content/drive/My Drive/fall19_smithsonian_informatics/train/images/19886585.jpg	501	333	107.0136	0	408.0144	301.0008				Chiroptera
images	19886619.jpg	/content/drive/My Drive/fall19_smithsonian_informatics/train/images/19886619.jpg	650	427	96.07	0	521.885	425.815				Chiroptera
images	19886621.jpg	/content/drive/My Drive/fall19_smithsonian_informatics/train/images/19886621.jpg	515	599	68.1345	224.625	441.9215	598.412				Chiroptera
images	19886725.jpg	/content/drive/My Drive/fall19_smithsonian_informatics/train/images/19886725.jpg	294	480	1.323	177.312	294	469.989				Chiroptera
images	21938452.jpg	/content/drive/My Drive/fall19_smithsonian_informatics/train/images/21938452.jpg	720	858	2.376	112.0548	720	829.6788				Chiroptera
images	21938874.jpg	/content/drive/My Drive/fall19_smithsonian_informatics/train/images/21938874.jpg	512	386	78.1824	43.9654	417.7408	383.5238				Chiroptera
images	22495973.jpg	/content/drive/My Drive/fall19_smithsonian_informatics/train/images/22495973.jpg	512	385	82.3296	11.781	446.8224	376.2738				Chiroptera
images	22495974.jpg	/content/drive/My Drive/fall19_smithsonian_informatics/train/images/22495974.jpg	512	384	67.2256	50.1504	377.6512	360.576				Chiroptera
images	22495975.jpg	/content/drive/My Drive/fall19_smithsonian_informatics/train/images/22495975.jpg	384	512	0	113.7664	382.5792	496.3456				Chiroptera
images	22495976.jpg	/content/drive/My Drive/fall19_smithsonian_informatics/train/images/22495976.jpg	384	512	0	72.5504	382.5792	455.1296				Chiroptera
images	22495979.jpg	/content/drive/My Drive/fall19_smithsonian_informatics/train/images/22495979.jpg	512	385	91.904	20.328	432.896	361.32				Chiroptera
images	22495980.jpg	/content/drive/My Drive/fall19_smithsonian_informatics/train/images/22495980.jpg	512	385	48.0256	0	296.5504	248.5248				Chiroptera
images	22497196.jpg	/content/drive/My Drive/fall19_smithsonian_informatics/train/images/22497196.jpg	500	333	12	38.9943	81	107.9943				Chiroptera
images	22497201.jpg	/content/drive/My Drive/fall19_smithsonian_informatics/train/images/22497201.jpg	4320	3240	567.216	107.892	3393.36	2934.036				Chiroptera
images	22497204.jpg	/content/drive/My Drive/fall19_smithsonian_informatics/train/images/22497204.jpg	1200	1600	253.32	720	1133.28	1599.96				Chiroptera
images	22497205.jpg	/content/drive/My Drive/fall19_smithsonian_informatics/train/images/22497205.jpg	2304	3072	145.152	0	1851.7248	1706.5728				Chiroptera
images	22497284.jpg	/content/drive/My Drive/fall19_smithsonian_informatics/train/images/22497284.jpg	4320	3240	828.144	152.928	3735.072	3059.856				Chiroptera
images	22497312.jpg	/content/drive/My Drive/fall19_smithsonian_informatics/train/images/22497312.jpg	1600	1060	238.72	703.734	574.56	1039.574				Chiroptera
images	22666334.jpg	/content/drive/My Drive/fall19_smithsonian_informatics/train/images/22666334.jpg	1731	1154	711.6141	330.1594	1250.1282	868.6735				Chiroptera
images	22666459.jpg	/content/drive/My Drive/fall19_smithsonian_informatics/train/images/22666459.jpg	2048	1360	415.744	124.712	1587.2	1296.168				Chiroptera
images	22666584.jpg	/content/drive/My Drive/fall19_smithsonian_informatics/train/images/22666584.jpg	886	1295	0	327.376	882.3674	1209.7434				Chiroptera
images	22742975.jpg	/content/drive/My Drive/fall19_smithsonian_informatics/train/images/22742975.jpg	896	672	360.2816	328.5408	571.2	539.4592				Chiroptera
images	22774465.jpg	/content/drive/My Drive/fall19_smithsonian_informatics/train/images/22774465.jpg	4912	3264	1123.8656	226.5216	3389.7712	2492.4272				Chiroptera
images	22774507.jpg	/content/drive/My Drive/fall19_smithsonian_informatics/train/images/22774507.jpg	900	598	247.41	126.2378	621	499.8278				Chiroptera
images	22947144.jpg	/content/drive/My Drive/fall19_smithsonian_informatics/train/images/22947144.jpg	604	453	211.4	35.2434	427.8132	251.6566				Chiroptera
images	22992351.jpg	/content/drive/My Drive/fall19_smithsonian_informatics/train/images/22992351.jpg	1600	1061	595.2	0	1048.96	453.76				Chiroptera
images	22992401.jpg	/content/drive/My Drive/fall19_smithsonian_informatics/train/images/22992401.jpg	1078	1618	0	660.6294	763.5474	1424.1768				Chiroptera
images	22992402.jpg	/content/drive/My Drive/fall19_smithsonian_informatics/train/images/22992402.jpg	2048	1366	398.1312	493.2626	982.2208	1077.3522				Chiroptera
images	22992403.jpg	/content/drive/My Drive/fall19_smithsonian_informatics/train/images/22992403.jpg	1366	2048	28.4128	540.4672	1246.475	1758.5294				Chiroptera
images	22992404.jpg	/content/drive/My Drive/fall19_smithsonian_informatics/train/images/22992404.jpg	2048	1365	686.4896	553.644	1327.5136	1194.668				Chiroptera
images	22992405.jpg	/content/drive/My Drive/fall19_smithsonian_informatics/train/images/22992405.jpg	2048	1366	326.2464	409.8	1247.8464	1331.4				Chiroptera
images	23049872.jpg	/content/drive/My Drive/fall19_smithsonian_informatics/train/images/23049872.jpg	1024	768	422.4	38.4	964.3008	580.3008				Chiroptera
images	23049889.jpg	/content/drive/My Drive/fall19_smithsonian_informatics/train/images/23049889.jpg	512	683	113.7664	166.9252	373.5552	426.714				Chiroptera
images	23049890.jpg	/content/drive/My Drive/fall19_smithsonian_informatics/train/images/23049890.jpg	683	512	162.2125	25.6	574.8811	438.2686				Chiroptera
images	23049928.jpg	/content/drive/My Drive/fall19_smithsonian_informatics/train/images/23049928.jpg	768	502	144.9216	0	645.2736	500.352				Chiroptera
images	23049945.jpg	/content/drive/My Drive/fall19_smithsonian_informatics/train/images/23049945.jpg	683	512	68.3	0	579.1157	512				Chiroptera
images	23049949.jpg	/content/drive/My Drive/fall19_smithsonian_informatics/train/images/23049949.jpg	766	512	194.7172	54.0672	632.4096	491.7596				Chiroptera
images	23049951.jpg	/content/drive/My Drive/fall19_smithsonian_informatics/train/images/23049951.jpg	760	512	288.876	46.9504	724.356	482.4304				Chiroptera
images	23049952.jpg	/content/drive/My Drive/fall19_smithsonian_informatics/train/images/23049952.jpg	768	1024	2.8416	256	768	1021.1584				Chiroptera
images	23276582.jpg	/content/drive/My Drive/fall19_smithsonian_informatics/train/images/23276582.jpg	750	586	154.575	100.9092	592.2	538.5342				Chiroptera
images	23276583.jpg	/content/drive/My Drive/fall19_smithsonian_informatics/train/images/23276583.jpg	750	563	171.9	75.0479	575.025	478.1729				Chiroptera
images	23361289.jpg	/content/drive/My Drive/fall19_smithsonian_informatics/train/images/23361289.jpg	804	534	209.1204	0	620.0448	410.9244				Chiroptera
images	23361954.jpg	/content/drive/My Drive/fall19_smithsonian_informatics/train/images/23361954.jpg	2048	1536	763.6992	465.1008	1834.5984	1536				Chiroptera
images	23362192.jpg	/content/drive/My Drive/fall19_smithsonian_informatics/train/images/23362192.jpg	2048	1536	652.9024	358.3488	1608.704	1314.1504				Chiroptera
images	23362211.jpg	/content/drive/My Drive/fall19_smithsonian_informatics/train/images/23362211.jpg	2048	1536	512	132.2496	1527.3984	1147.648				Chiroptera
images	23362212.jpg	/content/drive/My Drive/fall19_smithsonian_informatics/train/images/23362212.jpg	1517	1417	476.7931	397.6102	1315.9975	1236.8146				Chiroptera
images	23362491.jpg	/content/drive/My Drive/fall19_smithsonian_informatics/train/images/23362491.jpg	512	384	58.6752	3.1872	438.4256	382.9376				Chiroptera
images	23362492.jpg	/content/drive/My Drive/fall19_smithsonian_informatics/train/images/23362492.jpg	512	385	44.9024	42.7735	349.5424	347.4135				Chiroptera
images	23362494.jpg	/content/drive/My Drive/fall19_smithsonian_informatics/train/images/23362494.jpg	512	385	109.0048	14.9765	429.6704	335.6421				Chiroptera
images	23363038.jpg	/content/drive/My Drive/fall19_smithsonian_informatics/train/images/23363038.jpg	461	536	19.3159	0	385.1194	365.8035				Chiroptera
images	23363604.jpg	/content/drive/My Drive/fall19_smithsonian_informatics/train/images/23363604.jpg	1313	990	222.9474	236.511	834.0176	847.5812				Chiroptera
images	23364247.jpg	/content/drive/My Drive/fall19_smithsonian_informatics/train/images/23364247.jpg	2048	1536	452.1984	239.0016	1689.6	1476.4032				Chiroptera
images	23364249.jpg	/content/drive/My Drive/fall19_smithsonian_informatics/train/images/23364249.jpg	337	450	19.9841	112.5	334.5062	427.0221				Chiroptera
images	23364613.jpg	/content/drive/My Drive/fall19_smithsonian_informatics/train/images/23364613.jpg	685	547	112.4085	80.5184	533.1355	501.2454				Chiroptera
images	23364978.jpg	/content/drive/My Drive/fall19_smithsonian_informatics/train/images/23364978.jpg	2048	1306	391.5776	94.2932	1526.1696	1228.8852				Chiroptera
images	23365087.jpg	/content/drive/My Drive/fall19_smithsonian_informatics/train/images/23365087.jpg	2048	1317	438.8864	0	1737.1136	1298.2272				Chiroptera
images	23365113.jpg	/content/drive/My Drive/fall19_smithsonian_informatics/train/images/23365113.jpg	480	480	82.656	57.312	414.672	389.328				Chiroptera
images	23365321.jpg	/content/drive/My Drive/fall19_smithsonian_informatics/train/images/23365321.jpg	640	480	144	89.328	478.656	423.984				Chiroptera
images	23367022.jpg	/content/drive/My Drive/fall19_smithsonian_informatics/train/images/23367022.jpg	2048	1365	382.976	0	1695.1296	1312.1536				Chiroptera
images	23421898.jpg	/content/drive/My Drive/fall19_smithsonian_informatics/train/images/23421898.jpg	1200	800	228.84	35.52	993.24	799.92				Chiroptera
images	23421907.jpg	/content/drive/My Drive/fall19_smithsonian_informatics/train/images/23421907.jpg	1200	800	146.64	17.76	764.4	635.52				Chiroptera
images	23422434.jpg	/content/drive/My Drive/fall19_smithsonian_informatics/train/images/23422434.jpg	2048	1718	305.5616	0	1914.2656	1608.704				Chiroptera
images	23422473.jpg	/content/drive/My Drive/fall19_smithsonian_informatics/train/images/23422473.jpg	2048	1544	209.92	0	1747.968	1538.048				Chiroptera
images	23422538.jpg	/content/drive/My Drive/fall19_smithsonian_informatics/train/images/23422538.jpg	2048	1536	115.3024	72.4992	1472.1024	1429.2992				Chiroptera
images	23569791.jpg	/content/drive/My Drive/fall19_smithsonian_informatics/train/images/23569791.jpg	1024	746	269.5168	53.8612	889.344	673.6884				Chiroptera
images	23569893.jpg	/content/drive/My Drive/fall19_smithsonian_informatics/train/images/23569893.jpg	2048	1549	232.2432	81.7872	1604.8128	1454.3568				Chiroptera
images	23569934.jpg	/content/drive/My Drive/fall19_smithsonian_informatics/train/images/23569934.jpg	1536	2048	5.6832	227.5328	1536	1757.8496				Chiroptera
images	23570117.jpg	/content/drive/My Drive/fall19_smithsonian_informatics/train/images/23570117.jpg	2048	1360	732.9792	268.192	1375.4368	910.6496				Chiroptera
images	23570199.jpg	/content/drive/My Drive/fall19_smithsonian_informatics/train/images/23570199.jpg	1432	1909	0	111.2947	1426.7016	1537.9963				Chiroptera
images	23570214.jpg	/content/drive/My Drive/fall19_smithsonian_informatics/train/images/23570214.jpg	2048	1360	495.0016	0	1643.7248	1148.7232				Chiroptera
images	23718570.jpg	/content/drive/My Drive/fall19_smithsonian_informatics/train/images/23718570.jpg	2048	1162	398.9504	0	1511.2192	1112.2688				Chiroptera
images	23718573.jpg	/content/drive/My Drive/fall19_smithsonian_informatics/train/images/23718573.jpg	2048	1152	642.6624	166.1184	1613.6192	1137.0752				Chiroptera
images	23718722.jpg	/content/drive/My Drive/fall19_smithsonian_informatics/train/images/23718722.jpg	2048	1536	217.7024	127.9488	1519.0016	1429.248				Chiroptera
images	23718728.jpg	/content/drive/My Drive/fall19_smithsonian_informatics/train/images/23718728.jpg	2048	1536	153.6	85.4016	1561.6	1493.4016				Chiroptera
images	23718816.jpg	/content/drive/My Drive/fall19_smithsonian_informatics/train/images/23718816.jpg	744	496	236.964	0	717.8112	480.8472				Chiroptera
images	23718823.jpg	/content/drive/My Drive/fall19_smithsonian_informatics/train/images/23718823.jpg	1024	685	253.1328	51.375	732.7744	531.0166				Chiroptera
images	23718824.jpg	/content/drive/My Drive/fall19_smithsonian_informatics/train/images/23718824.jpg	1024	685	158.0032	0	780.3904	622.3872				Chiroptera
images	23718992.jpg	/content/drive/My Drive/fall19_smithsonian_informatics/train/images/23718992.jpg	750	500	191.7	0	662.55	470.85				Chiroptera
images	23718993.jpg	/content/drive/My Drive/fall19_smithsonian_informatics/train/images/23718993.jpg	750	500	81.975	1.4	580.575	500				Chiroptera
images	23719076.jpg	/content/drive/My Drive/fall19_smithsonian_informatics/train/images/23719076.jpg	960	720	151.968	156.024	619.968	624.024				Chiroptera
images	23719203.jpg	/content/drive/My Drive/fall19_smithsonian_informatics/train/images/23719203.jpg	1363	1023	244.2496	136.3659	1084.8117	976.928				Chiroptera
images	23848416.jpg	/content/drive/My Drive/fall19_smithsonian_informatics/train/images/23848416.jpg	2048	1152	388.5056	7.0272	1483.1616	1101.6832				Chiroptera
images	23848517.jpg	/content/drive/My Drive/fall19_smithsonian_informatics/train/images/23848517.jpg	320	217	32.992	0.9982	248	216.0062				Chiroptera
images	24050038.jpg	/content/drive/My Drive/fall19_smithsonian_informatics/train/images/24050038.jpg	2048	1152	448.512	42.3936	1525.5552	1119.4368				Chiroptera
images	24066984.jpg	/content/drive/My Drive/fall19_smithsonian_informatics/train/images/24066984.jpg	1512	2022	162.9936	5.6616	910.5264	753.1944				Chiroptera
images	24233704.jpg	/content/drive/My Drive/fall19_smithsonian_informatics/train/images/24233704.jpg	685	1024	125.081	227.5328	562.796	665.2478				Chiroptera
images	24234361.jpg	/content/drive/My Drive/fall19_smithsonian_informatics/train/images/24234361.jpg	1600	1201	423.36	90.075	1266.72	933.435				Chiroptera
images	24234746.jpg	/content/drive/My Drive/fall19_smithsonian_informatics/train/images/24234746.jpg	640	480	121.344	82.656	473.344	434.656				Chiroptera
images	24234747.jpg	/content/drive/My Drive/fall19_smithsonian_informatics/train/images/24234747.jpg	640	480	141.312	72	549.312	480				Chiroptera
images	24234748.jpg	/content/drive/My Drive/fall19_smithsonian_informatics/train/images/24234748.jpg	640	479	148.992	38.6074	557.504	447.1194				Chiroptera
images	24234749.jpg	/content/drive/My Drive/fall19_smithsonian_informatics/train/images/24234749.jpg	640	480	113.344	57.312	533.376	477.344				Chiroptera
images	24234750.jpg	/content/drive/My Drive/fall19_smithsonian_informatics/train/images/24234750.jpg	640	481	96.192	18.7109	502.4	424.9189				Chiroptera
images	24234751.jpg	/content/drive/My Drive/fall19_smithsonian_informatics/train/images/24234751.jpg	640	480	122.688	51.984	520	449.296				Chiroptera
images	24234752.jpg	/content/drive/My Drive/fall19_smithsonian_informatics/train/images/24234752.jpg	640	481	155.008	30.7359	602.624	478.3519				Chiroptera
images	24234753.jpg	/content/drive/My Drive/fall19_smithsonian_informatics/train/images/24234753.jpg	640	480	72	1.344	550.656	480				Chiroptera
images	24234754.jpg	/content/drive/My Drive/fall19_smithsonian_informatics/train/images/24234754.jpg	640	480	72	1.344	549.312	478.656				Chiroptera
images	24234755.jpg	/content/drive/My Drive/fall19_smithsonian_informatics/train/images/24234755.jpg	640	484	142.528	0	625.216	484				Chiroptera
images	24234756.jpg	/content/drive/My Drive/fall19_smithsonian_informatics/train/images/24234756.jpg	640	481	183.04	22.7032	640	479.6632				Chiroptera
images	24234757.jpg	/content/drive/My Drive/fall19_smithsonian_informatics/train/images/24234757.jpg	640	481	85.504	0	565.184	481				Chiroptera
images	24234761.jpg	/content/drive/My Drive/fall19_smithsonian_informatics/train/images/24234761.jpg	482	640	1.7834	115.584	482	595.8006				Chiroptera
images	24234762.jpg	/content/drive/My Drive/fall19_smithsonian_informatics/train/images/24234762.jpg	640	479	53.248	27.9257	504.32	478.9977				Chiroptera
images	24234763.jpg	/content/drive/My Drive/fall19_smithsonian_informatics/train/images/24234763.jpg	640	476	83.328	56.8344	499.84	473.3464				Chiroptera
images	24234764.jpg	/content/drive/My Drive/fall19_smithsonian_informatics/train/images/24234764.jpg	640	482	70.976	1.3496	550.336	480.7096				Chiroptera
images	24234767.jpg	/content/drive/My Drive/fall19_smithsonian_informatics/train/images/24234767.jpg	479	640	1.7723	81.792	479	559.0197				Chiroptera
images	24234768.jpg	/content/drive/My Drive/fall19_smithsonian_informatics/train/images/24234768.jpg	640	481	100.224	0	579.904	479.68				Chiroptera
images	24234769.jpg	/content/drive/My Drive/fall19_smithsonian_informatics/train/images/24234769.jpg	640	481	52.096	0	531.776	479.68				Chiroptera
images	24234770.jpg	/content/drive/My Drive/fall19_smithsonian_informatics/train/images/24234770.jpg	640	481	136.256	33.3814	543.744	440.8694				Chiroptera
images	24234780.jpg	/content/drive/My Drive/fall19_smithsonian_informatics/train/images/24234780.jpg	480	640	0	122.688	478.224	600.912				Chiroptera
images	24234792.jpg	/content/drive/My Drive/fall19_smithsonian_informatics/train/images/24234792.jpg	800	601	113.6	0	709.84	601				Chiroptera
images	24234796.jpg	/content/drive/My Drive/fall19_smithsonian_informatics/train/images/24234796.jpg	479	640	0	67.584	477.2277	544.8117				Chiroptera
images	24234797.jpg	/content/drive/My Drive/fall19_smithsonian_informatics/train/images/24234797.jpg	640	480	42.688	12	474.688	444				Chiroptera
images	24623960.jpg	/content/drive/My Drive/fall19_smithsonian_informatics/train/images/24623960.jpg	2048	1536	460.8	187.6992	1808.9984	1535.8976				Chiroptera
images	24623961.jpg	/content/drive/My Drive/fall19_smithsonian_informatics/train/images/24623961.jpg	2048	1536	226.0992	0	1715.2	1536				Chiroptera
images	24624732.jpg	/content/drive/My Drive/fall19_smithsonian_informatics/train/images/24624732.jpg	2048	1365	826.7776	318.4545	1289.4208	781.0977				Chiroptera
images	24624957.jpg	/content/drive/My Drive/fall19_smithsonian_informatics/train/images/24624957.jpg	768	999	0	160.9389	765.2352	926.1741				Chiroptera
images	24624964.jpg	/content/drive/My Drive/fall19_smithsonian_informatics/train/images/24624964.jpg	761	1024	0	125.1328	758.1843	883.3171				Chiroptera
images	24625306.jpg	/content/drive/My Drive/fall19_smithsonian_informatics/train/images/24625306.jpg	720	540	97.488	1.512	635.976	540				Chiroptera
images	24626069.jpg	/content/drive/My Drive/fall19_smithsonian_informatics/train/images/24626069.jpg	1024	768	266.6496	0	844.8	578.1504				Chiroptera
images	24731207.jpg	/content/drive/My Drive/fall19_smithsonian_informatics/train/images/24731207.jpg	2048	1536	866.0992	635.7504	1211.8016	981.4528				Chiroptera
images	24761306.jpg	/content/drive/My Drive/fall19_smithsonian_informatics/train/images/24761306.jpg	480	640	0	81.792	478.224	560.016				Chiroptera
images	24761307.jpg	/content/drive/My Drive/fall19_smithsonian_informatics/train/images/24761307.jpg	480	640	0	87.104	478.224	565.328				Chiroptera
images	24763020.jpg	/content/drive/My Drive/fall19_smithsonian_informatics/train/images/24763020.jpg	1536	2048	22.7328	358.4	1342.6176	1678.2848				Chiroptera
images	24763095.jpg	/content/drive/My Drive/fall19_smithsonian_informatics/train/images/24763095.jpg	1600	1067	853.28	388.2813	1176.32	711.3213				Chiroptera
images	24763313.jpg	/content/drive/My Drive/fall19_smithsonian_informatics/train/images/24763313.jpg	2048	1365	845.824	299.481	1266.8928	720.5498				Chiroptera
images	24798789.jpg	/content/drive/My Drive/fall19_smithsonian_informatics/train/images/24798789.jpg	1109	739	377.8363	195.0221	683.8094	500.9952				Chiroptera
images	24798796.jpg	/content/drive/My Drive/fall19_smithsonian_informatics/train/images/24798796.jpg	1109	739	258.7297	69.7616	862.4693	673.5012				Chiroptera
images	24798797.jpg	/content/drive/My Drive/fall19_smithsonian_informatics/train/images/24798797.jpg	739	1109	0	292.6651	717.4212	1010.0863				Chiroptera
images	24798798.jpg	/content/drive/My Drive/fall19_smithsonian_informatics/train/images/24798798.jpg	1109	739	57.5571	0	794.8203	739				Chiroptera
images	24798799.jpg	/content/drive/My Drive/fall19_smithsonian_informatics/train/images/24798799.jpg	1109	739	217.6967	98.5087	768.0934	648.9054				Chiroptera
images	24798800.jpg	/content/drive/My Drive/fall19_smithsonian_informatics/train/images/24798800.jpg	739	1109	0	200.2854	735.8962	936.1816				Chiroptera
images	24798801.jpg	/content/drive/My Drive/fall19_smithsonian_informatics/train/images/24798801.jpg	1050	1400	178.92	264.46	1042.23	1127.77				Chiroptera
images	24798802.jpg	/content/drive/My Drive/fall19_smithsonian_informatics/train/images/24798802.jpg	1050	1400	27.195	155.54	874.965	1003.31				Chiroptera
images	24798803.jpg	/content/drive/My Drive/fall19_smithsonian_informatics/train/images/24798803.jpg	1050	1400	54.495	326.62	1042.23	1314.355				Chiroptera
images	24798804.jpg	/content/drive/My Drive/fall19_smithsonian_informatics/train/images/24798804.jpg	1050	1400	93.345	93.38	1042.23	1042.265				Chiroptera
images	24798807.jpg	/content/drive/My Drive/fall19_smithsonian_informatics/train/images/24798807.jpg	882	1322	0	168.9516	363.825	532.7766				Chiroptera
images	24798808.jpg	/content/drive/My Drive/fall19_smithsonian_informatics/train/images/24798808.jpg	1389	781	138.9	2.4211	914.7954	778.3165				Chiroptera
images	24798809.jpg	/content/drive/My Drive/fall19_smithsonian_informatics/train/images/24798809.jpg	781	1389	0	339.4716	777.095	1116.5666				Chiroptera
images	24798810.jpg	/content/drive/My Drive/fall19_smithsonian_informatics/train/images/24798810.jpg	958	1277	3.5446	85.1759	958	1039.6313				Chiroptera
images	24798811.jpg	/content/drive/My Drive/fall19_smithsonian_informatics/train/images/24798811.jpg	1277	958	521.3991	186.2352	1165.2625	830.0986				Chiroptera
images	24798812.jpg	/content/drive/My Drive/fall19_smithsonian_informatics/train/images/24798812.jpg	1322	882	325.6086	0	1204.4742	878.8656				Chiroptera
images	24798813.jpg	/content/drive/My Drive/fall19_smithsonian_informatics/train/images/24798813.jpg	882	1322	143.325	282.7758	654.1794	793.6302				Chiroptera
images	24798814.jpg	/content/drive/My Drive/fall19_smithsonian_informatics/train/images/24798814.jpg	882	1322	216.7956	455.2968	764.3412	1002.8424				Chiroptera
images	24798815.jpg	/content/drive/My Drive/fall19_smithsonian_informatics/train/images/24798815.jpg	844	615	235.8136	68.3265	780.7844	613.2973				Chiroptera
images	24798816.jpg	/content/drive/My Drive/fall19_smithsonian_informatics/train/images/24798816.jpg	924	602	80.2032	1.6856	680.064	601.5464				Chiroptera
images	24798817.jpg	/content/drive/My Drive/fall19_smithsonian_informatics/train/images/24798817.jpg	867	606	156.5802	0	718.8297	606				Chiroptera
images	24798818.jpg	/content/drive/My Drive/fall19_smithsonian_informatics/train/images/24798818.jpg	616	922	2.5256	176.7474	616	790.2218				Chiroptera
images	24798820.jpg	/content/drive/My Drive/fall19_smithsonian_informatics/train/images/24798820.jpg	945	616	135.2295	1.7248	748.1565	614.6518				Chiroptera
images	24798821.jpg	/content/drive/My Drive/fall19_smithsonian_informatics/train/images/24798821.jpg	273	420	0	120.162	270.6795	390.8415				Chiroptera
images	24798822.jpg	/content/drive/My Drive/fall19_smithsonian_informatics/train/images/24798822.jpg	610	897	0	184.4232	607.499	791.9222				Chiroptera
images	24798823.jpg	/content/drive/My Drive/fall19_smithsonian_informatics/train/images/24798823.jpg	945	616	313.2675	0	903.8925	590.625				Chiroptera
images	24798824.jpg	/content/drive/My Drive/fall19_smithsonian_informatics/train/images/24798824.jpg	608	945	2.6144	296.6355	605.3856	899.4067				Chiroptera
images	24798825.jpg	/content/drive/My Drive/fall19_smithsonian_informatics/train/images/24798825.jpg	915	575	257.115	0	830.3625	573.2475				Chiroptera
images	24798826.jpg	/content/drive/My Drive/fall19_smithsonian_informatics/train/images/24798826.jpg	931	598	217.7609	0	814.625	598				Chiroptera
